,name,pledged,slug,source_url,spotlight,staff_pick,state,state_changed_at,static_usd_rate,usd_pledged,usd_type,friends,is_backing,is_starred,permissions,country,town,location_type,project_url,reward_url
77,Re-Creating my Nonhuman Art from Deities & Demigods,4840.0,re-creating-my-nonhuman-art-from-deities-and-demig,https://www.kickstarter.com/discover/categories/art/illustration,True,False,TX,1349672342,1.0,4840.0,domestic,,,,,US,Austin,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
78,Ancients & Warriors - The Epic Sketch Art of Gavin Michelli!,1422.2,ancients-and-warriors-the-epic-sketch-art-of-gavin,https://www.kickstarter.com/discover/categories/art/illustration,True,False,LA,1350352828,1.0,1422.2,domestic,,,,,US,Baton Rouge,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
79,The Magician's Cat: An Illustrated Free Children's eBook,3442.15,the-magicians-cat-an-illustrated-free-childrens-eb,https://www.kickstarter.com/discover/categories/art/illustration,True,True,TX,1350751276,1.0,3442.15,domestic,,,,,US,Austin,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
80,The Wrylon Robotical Illustrated Catalog of Botanical 'Bots,18267.56,the-wrylon-robotical-illustrated-catalog-of-botani,https://www.kickstarter.com/discover/categories/art/illustration,True,True,CA,1351173385,1.0,18267.56,domestic,,,,,US,Los Angeles,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
81,Geek A Week: Version 4.0,9497.0,geek-a-week-version-40,https://www.kickstarter.com/discover/categories/art/illustration,True,True,OH,1351630831,1.0,9497.0,domestic,,,,,US,Cleveland,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
82,Art Prints for the OC Mart Mix Art Walk!,620.0,art-prints-for-the-oc-mart-mix-art-walk,https://www.kickstarter.com/discover/categories/art/illustration,True,False,CA,1341872460,1.0,620.0,domestic,,,,,US,Costa Mesa,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
83,The Miss Zee Coloring Book Project,5789.75,the-miss-zee-coloring-book-project,https://www.kickstarter.com/discover/categories/art/illustration,True,False,CA,1344117320,1.0,5789.75,domestic,,,,,US,Los Angeles,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
84,My Memory Map: An Illustration Book,1619.0,my-memory-map-an-illustration-book,https://www.kickstarter.com/discover/categories/art/illustration,True,True,CA,1344351090,1.0,1619.0,domestic,,,,,US,Long Beach,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
85,Basketball Evolution Poster and T-Shirt,850.0,basketball-evolution-poster,https://www.kickstarter.com/discover/categories/art/illustration,True,False,NY,1345485356,1.0,850.0,domestic,,,,,US,New York,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
86,Beginnings: The Strange Drawings of Sam Flegal,1717.0,beginnings-the-strange-drawings-of-sam-flegal,https://www.kickstarter.com/discover/categories/art/illustration,True,False,TN,1344637839,1.0,1717.0,domestic,,,,,US,La Vergne,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
87,The Election Day Advent Calendar,20492.0,the-election-day-advent-calendar,https://www.kickstarter.com/discover/categories/art/illustration,True,True,IL,1344827272,1.0,20492.0,domestic,,,,,US,Chicago,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
88,Re-Creating my Artwork from Original Dungeons & Dragons!,3123.0,re-creating-my-artwork-from-original-dungeons-and,https://www.kickstarter.com/discover/categories/art/illustration,True,False,TX,1345395627,1.0,3123.0,domestic,,,,,US,Austin,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
89,Bridget is Self-Publishing her Crocodiles and Dinosaurs!,600.33,bridget-is-self-publishing-her-crocodiles-and-dino,https://www.kickstarter.com/discover/categories/art/illustration,True,False,GA,1346272095,1.0,600.33,domestic,,,,,US,Atlanta,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
90,StoryOh!Types:A picture/coloring book4every1...4 poKing Fun!,1091.0,storyohtypes-a-picture-coloring-book4every14-pokin,https://www.kickstarter.com/discover/categories/art/illustration,True,False,MN,1348958591,1.0,1091.0,domestic,,,,,US,Minneapolis,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
91,Ukiyo-e Heroes,313341.06,ukiyo-e-heroes,https://www.kickstarter.com/discover/categories/art/illustration,True,True,UT,1346385342,1.0,313341.06,domestic,,,,,US,Provo,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
92,Animal Alphabet Postcards,3383.5,animal-alphabet-postcards,https://www.kickstarter.com/discover/categories/art/illustration,True,True,VT,1346099784,1.0,3383.5,domestic,,,,,US,South Burlington,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
93,Your Brain on Pandas: Book 1 of The Panda Chronicles,6902.55,your-brain-on-pandas-book-1-of-the-panda-chronicle,https://www.kickstarter.com/discover/categories/art/illustration,True,False,WA,1348167660,1.0,6902.55,domestic,,,,,US,Langley,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
94,Coloring Book Show,884.0,coloring-book-show,https://www.kickstarter.com/discover/categories/art/illustration,True,False,FL,1337571360,1.0,884.0,domestic,,,,,US,St. Petersburg,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
95,"Mango Baskets & Rickshaw Blessings, a travel journal book",6294.0,mango-baskets-and-rickshaw-blessings-a-travel-jour,https://www.kickstarter.com/discover/categories/art/illustration,True,True,VT,1337817240,1.0,6294.0,domestic,,,,,US,Lincoln,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
96,Ghost PokéZine,1854.0,ghost-pokezine-0,https://www.kickstarter.com/discover/categories/art/illustration,True,False,NY,1336510515,1.0,1854.0,domestic,,,,,US,New York,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
97,Geek A Week: Legends of Videogames,13206.6,geek-a-week-legends-of-videogames,https://www.kickstarter.com/discover/categories/art/illustration,True,True,OH,1338498019,1.0,13206.6,domestic,,,,,US,Cleveland,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
98,Artists Jason Sobol and Bukshot -TMNT art print,372.0,artists-jason-sobol-and-bukshot-tmnt-art-print,https://www.kickstarter.com/discover/categories/art/illustration,True,False,CO,1338582414,1.0,372.0,domestic,,,,,US,Denver,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
99,Mojo Licious Art Book,1000.0,mojo-licious-art-book,https://www.kickstarter.com/discover/categories/art/illustration,True,False,PA,1341111660,1.0,1000.0,domestic,,,,,US,Philadelphia,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
100,"Ten Colors, Ten Sketches, Ten Days",1768.5,ten-colors-ten-sketches-ten-days,https://www.kickstarter.com/discover/categories/art/illustration,True,False,FL,1339082523,1.0,1768.5,domestic,,,,,US,Tampa,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
101,Re-Creating my Art from the AD&D Rogues Gallery,2601.0,re-creating-my-art-from-the-adandd-rogues-gallery,https://www.kickstarter.com/discover/categories/art/illustration,True,False,TX,1341837256,1.0,2601.0,domestic,,,,,US,Austin,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
102,USS CUSHING lithograph,1000.0,uss-cushing-lithograph,https://www.kickstarter.com/discover/categories/art/illustration,True,False,TN,1341274516,1.0,1000.0,domestic,,,,,US,Knoxville,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
103,Metaleyelash: Volume I,4547.3,metaleyelash-volume-i,https://www.kickstarter.com/discover/categories/art/illustration,True,False,CT,1343490484,1.0,4547.3,domestic,,,,,US,Hartford,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
104,Lehman Cave's Vegas Club,3626.0,lehman-caves-vegas-club,https://www.kickstarter.com/discover/categories/art/illustration,True,False,UT,1343836965,1.0,3626.0,domestic,,,,,US,Salt Lake City,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
105,The Pen and the Sword: A Conceptual Sketchbook,2991.0,the-pen-and-the-sword-a-sketchbook-by-jared-blando,https://www.kickstarter.com/discover/categories/art/illustration,True,False,SC,1343848682,1.0,2991.0,domestic,,,,,US,Simpsonville,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
106,The Golden Moth Illumination Deck,4800.23,the-golden-moth-illumination-deck,https://www.kickstarter.com/discover/categories/art/illustration,True,True,VA,1331434160,1.0,4800.23,domestic,,,,,US,Richmond,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
107,Beloved Witness: The Good News According to John,2650.0,beloved-witness-the-good-news-according-to-john,https://www.kickstarter.com/discover/categories/art/illustration,True,False,MI,1334443547,1.0,2650.0,domestic,,,,,US,Macomb,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
108,Gitche Gumee Inked,3291.0,gitche-gumee-inked,https://www.kickstarter.com/discover/categories/art/illustration,True,False,MN,1334257123,1.0,3291.0,domestic,,,,,US,Big Lake,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
109,HANGBOY WORLD WAR TOO / ART BOOK,21167.17,hangboy-world-war-too-art-book,https://www.kickstarter.com/discover/categories/art/illustration,True,True,CA,1336443015,1.0,21167.17,domestic,,,,,US,Venice,Suburb,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
110,Kyooms: Positive Art for Kids!,4545.0,kyooms-positive-art-for-kids,https://www.kickstarter.com/discover/categories/art/illustration,True,False,CA,1335164341,1.0,4545.0,domestic,,,,,US,San Francisco,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
111,The Urban Tarot Deck,33595.0,the-urban-tarot-deck,https://www.kickstarter.com/discover/categories/art/illustration,True,True,NY,1334873354,1.0,33595.0,domestic,,,,,US,New York,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
112,Re-Creating my Melnibonean Art from Deities & Demigods!,7148.0,re-creating-my-melnibonean-art-from-deities-and-de,https://www.kickstarter.com/discover/categories/art/illustration,True,False,TX,1334552343,1.0,7148.0,domestic,,,,,US,Austin,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
